"word","pos","hyphenation","ethymology","meaning"
"sponsor","podstatné jméno","spon-sor","Z latinského spondere, spondeo — „slibovat“. Přesun od původního významu „ručitel“ k označení mecenáše nastal zřejmě pod vlivem anglického sponsor.","1) člověk, poskytující někomu finanční podporu výměnou za uvedení svého jména 2)  osoba, která se zaručila za něčí finanční závazky"
"sponzor","podstatné jméno","spon-zor","Z latinského spondere, spondeo — „slibovat“. Přesun od původního významu „ručitel“ k označení mecenáše nastal zřejmě pod vlivem anglického sponsor.","1) člověk, poskytující někomu finanční podporu výměnou za uvedení svého jména 2)  osoba, která se zaručila za něčí finanční závazky"
"spropitné","podstatné jméno","spro-pit-né","Ze staročeského substantiva spropitie pomocí přípony -né. Spropitie pak ze spojení „s propitie dáti / dostati“ (předložka [[s]] spojená s akuzativem znamenala „dáti, co by stačilo na propití“, jak se např. dochovalo ve spojení s to). Slova s]] a [[propitie se spojila v jedno slovo, nejdéle v 2. polovině 15. stol (objevuje se „na spropitie dáti / dostati“).","1) peněžitá odměna za nějakou službu navíc k]] ceně 2)  peníze na propití"
"staroanglický","přídavné jméno","sta-ro-ang-lic-ký","Spojením slov starý a anglický hláskou o","1) mající vztah ke staré Anglii 2) mající vztah ke staré angličtině"
"starosta","podstatné jméno","sta-ro-s-ta","Z přídavného jména starý ve významu „dospělý, zralý, zkušený“, odvozeného ze stejného indoevropského základu jako sloveso stát.","1) nejvyšší představitel obce 2) titul předsedy v]] spolcích organizacích"
"stěží","příslovce","stě-ží","Vzniklo splynutím původního tíží.","1) s]] [[obtížemi 2) malou pravděpodobností"
"stigma","podstatné jméno","stig-ma","Přes latinské stigma ze starořeckého στίγμα — „stopa po ostrém předmětu; bodnutí; tetování; cejch“, ze slovesa στίζω stizo „bodat“ založeného na protoindoevropském kořenu *steig- „bodat; špičatý, ostrý“.","1)  znamení hanby či potupy 2)  část pestíku zachytávající zrna pylu 3)  stopa po zranění kopím na těle ukřižovaného Ježíše Krista 4)  značka vypálená na tělo otroka či trestance"
"stojka","podstatné jméno","stoj-ka","* z tvaru stojí slova stát.","1)  stoj na rukou 2)  střelecká položka vleže, např. v]] [[biatlonu 3)  svislá důlní podpěra 4)  stráž, hlídka 5)  druh stojaté divadelní kulisy"
"stolice","podstatné jméno","sto-li-ce","Od slova stůl.","1) nábytek k]] [[sezení 2) výměšek trávicího ústrojí 3) úřad, funkce 4)  hlavní město, sídelní město 5) soudní úroveň, instance 6)  univerzitní pracoviště, katedra 7)  správní jednotka 8)  nádoba k]] čokolády"
"stop","sloveso","stop","z anglického stop","1) způsob cestování po silnicích pomocí spolujízdy v]] vozidlech 2)  zákaz účasti na závodech nebo v]] [[utkáních"
"strávit","sloveso","strá-vit","Spojení předpony s- a praslovanského *traviti, což je iterativum k *truti, které vychází z indoevropského *treu- 'drobit, třít', které je od kořene *ter-, z nějž je odvozeno např. anglické throw, německé drehen, latinské tero a české třít.","1) po určité období být na daném místě resp. vykonávat jistou činnost 2) vstřebat pomocí trávení"
"stravné","podstatné jméno","strav-né","Ze slova strava a přípony adjektiv středního rodu -né.","1) poplatek za poskytování stravy 2) příspěvek na náklady zaměstnance na stravování při pracovní cestě"
"strejček","podstatné jméno","strej-ček","Zdrobnělina substantiva strejc pomocí přípony -ek.","1)  bratr některého z]] sestry některého z]] tety) 2)  starší místní venkovský muž, soused"
"strýček","podstatné jméno","strý-ček","Zdrobnělina substantiva strýc pomocí přípony -ek.","1) bratr některého z]] sestry některého z]] tety) 2)  starší místní venkovský muž, soused"
"střet","podstatné jméno","střet","Vzniklo ze zaniklého substantiva střieca, podobně jako předložka vstříc.","1) událost, při které se dva pohybující předměty resp. osoby dostanou do vzájemného styku 2)  situace, kdy rozdílné zájmy dvou stran jsou navzájem neslučitelné"
"střevíc","podstatné jméno","stře-víc","Ze staroslovanského červo, to z indoevropského sker- — „řezat, sekat“, srovnej se střevo. Střevo je „to vyříznuté z břicha“, střevíc „to z odřezané kůže“.","1) nízká lehká obuv 2) starší délková jednotka"
"střídačka","podstatné jméno","stří-dač-ka","Ze substantiva střídání.","1)  prostor pro náhradníky 2) ve tvaru na střídačku střídání"
"střívko","podstatné jméno","stří-v-ko","Zdrobněním slova střevo.","1)  střevo 2) obal potravin podobný střívku [1]"
"stůl","podstatné jméno","stůl","Staročesky stól, pochází z praslovanského *stolъ a patrně souvisí s německým Stuhl.","1) kus nábytku vodorovnou vyvýšenou deskou na nohách určený k]] něm jedlo nebo pracovalo 2)  jídlo 3) druh tělocvičného nářadí, podobný obyčejnému stolu, deskou potaženou žíněnkou 4)  trůn"
"subjekt","podstatné jméno","sub-jekt","Odvozeno z latinského subiectus — „ležící níže“, přeneseně „podřízený“, příčestí minulého slovesa subicere — „umístit pod (něco), podřídit“, jež je složeninou předpony sub „pod“ a tvaru slovesa iacere „házet, hodit“.","1) věc, předmět či entita, která je zkoumána, zmiňována 2)  osoba, úředně zapsaná společnost či jiná samostatná právní entita mající práva a]] [[podléhající povinnostem 3)  větný člen, vyjadřující původce děje resp. nositele činnosti, stavu či vlastnosti"
"subsidiarita","podstatné jméno","sub-si-dia-ri-ta","Z latinského subsidiaris (podpůrný). Srovnej s latinskými slovy subsidiarii (rezervní vojsko, podpora) a subsidium (pomoc, podpora, útočiště).","1)  podpůrnost 2)  princip subsidiarity 3)  subsidiarita (1) trestní represe"
"substance","podstatné jméno","sub-stan-ce","Z latinského substantia.","1)  základ věcí a]] [[jevů 2)  část jsoucna, která existuje sama sobě nepotřebuje jiného ke své existenci, stálý nositel nestálých vlastností; něco, co je soběstačné nepotřebuje nic dalšího ke své existenci ani ke svému vysvětlení 3)  hmotný, materiální základ něčeho 4)  čistá látka, níž jsou míchána léčiva do konkrétní lékové formy (jako aktivní se označuje účinná látka, jako neaktivní pak pomocná látka)"
"sudička","podstatné jméno","su-dič-ka","Přechýlením substantiva sudič pomocí přípony -ka.","1)  bytost, zpravidla podobě stařenky, určující osud dítěti krátce po jeho narození; bohyně osudu 2) žena, která se často nebo ráda soudí 3)  kritička, posuzovatelka 4)  žena pěstující klevety"
"sudič","podstatné jméno","su-dič","Kmen slovesa soudit + přípona -ič.","1) člověk, který se často nebo rád soudí 2)  kritik, posuzovatel"
"sun","podstatné jméno","sun","Význam (1) je odvozený od slovesa sunout.","1)  přemísťování po podložce sunutím 2)  Crotalaria juncea; jednoletá textilní východoindická rostlina čeledi motýlokvětých"
"suverén","podstatné jméno","su-ve-rén","Z francouzského souverain (suverénní panovník, nejvyšší pán).","1)  vládce nějakého územního útvaru nebo svrchovaný, vlivný, nejvýše postavený člověk 2) tvor vynikající nějakém oboru 3) člověk se suverénním, sebevědomým až povýšeným chováním"
"svátek","podstatné jméno","svá-tek","Od přídavného jména svatý.","1)  den, kdy se připomíná výročí významné události 2)  den roce, kdy se původně vzpomínalo určitého světce, považovaný za významný den všech osob se shodným křestním jménem 3) den, kdy se obvykle nepracuje 4)  situace, kdy někdo není vyrušován"
"svatostánek","podstatné jméno","sva-to-stá-nek","Ze slov svatý a stánek.","1)  místo k]] [[ukládání eucharistie 2)  místo synagoze k]] svitků tóry 3) stavba určená pro náboženské obřady 4)  posvátné či významné místo"
"svépomoc","podstatné jméno","své-po-moc","Z předpony své- a substantiva pomoc.","1) pomoc vlastními silami bez přispění nebo s]] osob a]] [[především bez oficiální pomoci 2)  právo ohrožené osoby odvrátit bezprostřední a]] svého subjektivního práva"
"svíčka","podstatné jméno","svíč-ka","zdrobnělina od svíce","1) obvykle válcovitý výrobek z]] loje apod. sloužící ke svícení 2)  součástka zážehových motorů sloužící k]] elektrické jiskry 3)  gymnastický cvik, kdy tělo nohy jsou vztyčeny svisle vzhůru a]] ramena spočívají na podložce 4)  figura letecké akrobacii, kdy letoun stoupá strmě až kolmo vzhůru"
"sýrový","přídavné jméno","sý-ro-vý","Spojením slova sýr a přípony -ový.","1) vyrobený ze sýru 2) související se sýrem"
"šampuska","podstatné jméno","šam-pu-s-ka","Odvozeno od substantiva šampus (v obecné češtině synonymum pro šampaňské, resp. perlivé víno).","1)  sklenice na šampaňské víno 2)  sklenice na odběr moči pro vyšetření"
"šarivari","podstatné jméno","ša-ri-va-ri","Z latinského carivarium — „rámus“, přes francouzské charivari se stejným významem. Ve francouzštině doloženo již ve 14. století jako charavalli, obdobně bylo z tohoto kořenu odvozeno provensálské caravill i české kravál.","1) hlučné pouliční vystoupení s]] domem dotyčného, někdy spojené jízdou na oslu 2) společné číslo všech artistů při cirkusovém představení"
"šatlava","podstatné jméno","šat-la-va","Slovo je doloženo již ve 14. století. Václav Machek se domníval, že pochází z francouzského argotového (vězení) převzaté přes německé . Spíše ale bylo převzato ze starého německého slova (bedna) připojením přípony -ava.","1)  obecní věznice, menší věznice 2)  věznice jako taková"
"šejk","podstatné jméno","šejk","Odvozeno z arabského šajch — „náčelník“, doslova „starý muž“, na základě kořenu šacha — „stárnout“.","1)  kmenový náčelník 2)  církevní hodnostář"
"šelma","podstatné jméno","šel-ma","Přes staročeštinu ze středohornoněmeckého schëlme, kde mělo význam mor, epidemie; zdechlina - záhy tam i u nás používáno i jako (tehdy velmi silná) nadávka. Význam masožravého živočicha přibyl až na přelomu 14. až 15.století. Pokud jde o posun od zdechliny k padouchovi až šibalovi srovnej např. české mrcha. Dále srovnej německé Schelm.","1) zástupce řádu savců žívíce se (kromě pandy velké) převážně masem 2)  zlý, zavrženíhodný člověk - někdy mužského rodu 3)  hravá, vychytralá osoba"
"šeredný","přídavné jméno","še-red-ný","Jen české, existuje však i dolnolužické šoradki – smetí. Zřejmě přetvoření základu, který je ve škaredý, podrobnosti však nejsou jasné. Možná, že jde o přesmyk sk- > ks-","1) zcela postrádající krásu; jaký vzbuzuje značnou estetickou nelibost 2) (o počasí) nehezký, protivný, nevlídný"
"šermovat","sloveso","šer-mo-vat","Přes středohornoněmecké schërmen z předpokládaného pragermánského *skirmijaną, které úzce souvisí s jiným rekonstruovaným základem *skirmiz. Vše vychází z předpokládaného praindoevropského kořene *(s)ker- — oddělovat, řezat, krájet. Srovnej zejména německé schermen, Schirm, dále např. nizozemské beschermen, ale také francouzské écran.","1) zápolit mečem, kordem či podobnou sečnou nebo bodnou zbraní 2)  prudce se ohánět rukama nebo nějakým předmětem nich 3)  intenzivně a]] nějakou myšlenku nebo pojem"
"šeřík","podstatné jméno","še-řík","Slovo podle předlohy z ruštiny vytvořil v první polovině 19. století .","1)  rod keřů čeledi olivovníkovité 2)  šeřík obecný"
"šestnáctka","podstatné jméno","šest-náct-ka","Význam [3] vychází ze vzdálenosti hranice pokutového území od brankové čáry, která je 16,5 metrů.","1) název čísla šestnáct 2)  to, co má číslo šestnáct názvu, je jím označeno nebo má v obvyklých jednotkách číselnou hodnotu šestnáct 3)  pokutové území na fotbalovém hřišti nebo jeho hranice"
"šibřinky","podstatné jméno","ši-břin-ky","Odvozeno z německého Schabernack — „šprým, žert, taškařice, čtveráctví“. Používání tohoto staročeského slova oživil v 19. století .","1) lidová masopustní maškarní zábava 2)  taškařice, žert"
"šidítko","podstatné jméno","ši-dít-ko","Ze slovesa šidit a přípony -ko.","1) gumový předmět ke konejšení nemluvňat simulující prs 2)  něco budící zdání něčeho opravdového 3) sexuální pomůcka simulující penis"
"škaredý","přídavné jméno","ška-re-dý","Polské szkaradny, ruské скаредный (skárednyj) 'lakomý' (staroruské skarędъ, skarědъ 'ošklivý'). Praslovanské skarędъ se obvykle spojuje se staroislandským skarn 'špína, hnůj', staroirským sceirdim 'vyplivuji', latinským -cerda (z původního *scerda) 'lejno', starořeckým σκῶρ, g. σκατός (skór, gen. skatos) téhož významu, sanskrtského apa-skara- 'výkaly', vše k indoevropskému *sker-(d)- 'špína, lejno'. Varianta *sḱer- je v slově srát. Srovnej šeredný","1) zcela postrádající krásu; takový, jaký vzbuzuje značnou estetickou nelibost 2) (o počasí) nehezký, protivný, nevlídný"
"škatule","podstatné jméno","ška-tu-le","Význam „krabice“ je odvozen z latinského scatula. Název dětské hry je snad zkomoleninou latinského scatabulum, popř. scatulum — „šachovnice“; variantně je možný i střední rod.","1)  krabice; obal pevného tvaru, obvykle z]] lepenky nebo dřeva, kamene, kovu apod. 2)  obvykle nehezká starší žena 3) dětská hra, kdy si hráči na pokyn hráče uprostřed stojícího rychle vyměňují místa"
"škodit","sloveso","ško-dit","Utvořeno od škoda, které souvisí s německým Schade.","1) (s dativem) opakovaně a]] situaci někoho či něčeho; způsobovat někomu neprospěch; přivozovat újmu 2) (absolutně, bez předmětu) způsobovat škodu, neprospěch"
"škola","podstatné jméno","ško-la","Z latinského schola se stejným významem, to ze starořeckého σχολή znamenající volný čas, odpočinek, kterého bylo možné využívat k duševní činnosti.","1) vzdělávací instituce 2) budova školy [1] 3) žáci nebo zaměstnanci školy 4) školní povinnost, vyučování 5) výchova, způsob získávání zkušeností 6) učební metoda, učebnice 7) filozofický, umělecký nebo vědecký směr"
"šlupka","podstatné jméno","šlup-ka","Ve významu 1 vychází ze spisovné varianty slupka, tam jde o deverbativum slovesa sloupat pomocí přípony -ka, které označuje výsledek děje.","1)  tenká, tuhá oloupatelná vrstva na povrchu ovoce či hlízy 2)  rána, např. do hlavy nebo děla"
"šmrnc","podstatné jméno","šmrnc","Onomatopoického původu. Původní citoslovce vyjadřuje švihnutí, plesknutí.","1)  elán, říz, šťáva 2)  charisma, půvab, šarm, osobní kouzlo, sex-appeal"
"špageta","podstatné jméno","špa-ge-ta","Množné číslo bylo přejato z italského spaghetti, „provázky“, zdrobněliny slova spago — „provaz, motouz“. Skupina souhlásek sp se postupně změnila na šp, zřejmě i pod vlivem německé výslovnosti.","1) těstovina ve tvaru dlouhé úzké tyčinky 2)  druh izolace vodiče"
"špásovat","sloveso","špá-so-vat","Z německého Spass/Spaß, které přes italštinu z nedoloženého vulgárně latinského *expassare, což je původně iterativum od (klas.-). latinského expandere.","1)  žertovat, dělat si legraci 2)  flirtovat"
"špendlík","podstatné jméno","špen-d-lík","Ve významech technicko-oděvních pochází podle Machka ze středněhornoněmeckého spendeline, ze Svitavska je doloženo německé nářeční Spendling a v Dolních rakousích je a kdysi v Čechách u Krušných hor a na severu Moravy bylo běžné Spennadel. Německé varianty pocházejí buď z latinského spenula a nebo ze staročeského spinadlo (v takovém případě by šlo o zpětné přejetí). Rejzek upřesňuje středněhornoněmeckou předlohu na spendel, spenel přes starohornoněmecké spenula (jehla, špendlík) a to pak z latinského spīnula, což je zdrobnělina od spīna (trn, bodlina, páteř). Machkovu domněnku o přejetí ze spinadla Rejzek označuje za málo pravděpodobnou, ale hlásková podoba podle něj k těmto úvahám opravňuje. V botanických významech podle Machka ze středněhornoněmeckého spëneline. Rejzek upřesňuje na spëneline, spinline (dnes Spilling) s nejistým původem. Německé slovo označuje někde i trnku, takže Rejzek usuzuje podle ostrých trnů na možný vývod ze starohornoněmeckého spenula (jehla, špendlík), pak by šlo o přejímku z latiny jako výše.","1) spínací pomůcka podobě tenkého pevného drátku na jedné straně s]] druhé hlavičkou; užívaný např. spojování různých částí oděvu nebo k]] nástěnku 2) (zkráceně) spínací špendlík, zavírací špendlík 3) brož nebo ozdobná spona určená k]] šatů 4)  druhy slivoní s]] [[menšími žlutými až červenými plody 5)  špendlík žlutý či špendlík katalánský 6) plod špendlíku (4), (5)"
"špinavý","přídavné jméno","špi-na-vý","Adjektivum odvozené od podstatného jména špína.","1) nedostatečně čistý, zamazaný, pokrytý špínou, nemytý 2) nemravný, nečestný 3) (o barvách či slitinách) smíchaný, ne ryzí, s]] [[příměsí"
"špína","podstatné jméno","špí-na","Jen české, nejasné. Autoři staršího etymologického slovníku Holub a Lyer (a stejně tak již Jungmann) spojují s pěna, Rejzek zpochybňuje.","1) něco nepatřičného cizorodého, co zhoršuje vzhled či omak věcí 2) mravní pokleslost, nechutné chování"
"špinit","sloveso","špi-nit","Odvozeno od substantiva špína.","1) pokrývat nečistotou 2)  hanobit někoho 3)  slabě krvácet rodidel"
"špitál","podstatné jméno","špi-tál","* z německého Spital","1)  nemocnice 2)  chudobinec"
"šrot","podstatné jméno","šrot","Z německého Schrott / Schrot.","1) kovový odpad, vhodný opětovnému zpracování 2) drcené obilí včetně slupek"
"štamprle","podstatné jméno","štam-pr-le","Ze zdrobněliny německého Stampfe - stoupa, podle tvaru nahoře širšího než dole. Srovnej se Stamperl (bavorština, rakouská němčina).","1)  sklenička na tvrdý alkohol 2)  malá porce tvrdého alkoholu nalitá do takovéto skleničky"
"štěrbinka","podstatné jméno","štěr-bin-ka","Zdrobnělina substantiva štěrbina pomocí přípony -ka.","1)  štěrbina; úzká mezírka 2)  vnější pohlavní orgány ženy"
"štěstí","podstatné jméno","ště-s-tí","Vzniklo ze složeniny *sъ- a *čęstь s významem „dobrý podíl, dobrý úděl“. Další etymologie je nejistá, může být odvozeno z indoevropského *kn̥dtis („kus, něco ukousnutého“), z něhož vychází i praslovanské *kǫsъ („kus“).","1) duševní rozpoložení člověka způsobené jeho pozitivním vnímáním situace 2) neočekávané okolnosti, které příznivě ovlivňují něčí situaci"
"štoudev","podstatné jméno","štou-dev","Z německého Ständer.","1) větší dřevěná nádoba 2) menší káď"
"šturm","podstatné jméno","šturm","Z německého der Sturm (vichřice, bouřka, bouře, útok, zteč).","1)  útok, napadení, zteč 2)  poplach; náhlá naléhavá výzva okamžité připravenosti 3)  spěch, kvap"
"šukání","podstatné jméno","šu-ká-ní","Verbální substantivum od slovesa šukat.","1)  vykonávání pohlavního styku 2)  pobíhání 3)  vykonávání drobných domácích prací 4)  cvrnkání kuliček"
"švestka","podstatné jméno","švest-ka","Z latinského (prunus) sebastica / sebestena — (švestka) voňavá. V češtině doloženo v 16. století.","1) modrý podlouhlý plod peckou uvnitř 2) strom, který plodí švestky [1] 3)  slivovice 4)  policista"
"tablet","podstatné jméno","tab-let","Ze středověké francouzštiny - tablete.","1) přenosný počítač ve tvaru desky, zpravidla dotykovou obrazovkou a]] tlačítkové klávesnice 2) vstupní zařízení stolního počítače tvořené perem dotykovou podložkou"
"tabule","podstatné jméno","ta-bu-le","Původem z latiny.","1) deska zavěšená na zeď pro psaní 2) deska opatřená nápisem 3) slavnostně prostřený stůl 4)  plochá část krajiny 5) plochý předmět, zpravidla pravoúhlého tvaru"
"tágo","podstatné jméno","tá-go","Ze španělského taco — hůlka, tyčka bylo přejato u habsburského dvora ve Vídni do němčiny jako dako; odtud přejato do maďarštiny jako dákó a do češtiny.","1)  hrací hůl v]] [[kulečníku 2)  taxi, taxík"
"talíř","podstatné jméno","ta-líř","Z německého Teller, které vzniklo z francouzského tailloir, od tailler — krájet, původně označujícího prkénko na krájení jídla","1) kuchyňská nádoba k]] jídla 2)  tisícovka 3) předmět talířového tvaru 4) otočná část gramofonu pro unášení desky 5)  horní deska hrnčířského kruhu"
"talmud","podstatné jméno","tal-mud","Z hebrejského תַּלְמוּד, které je odvozeno od kořene למד, učit se.","1) židovské náboženské učení předávané v]] tradicí 2) dílo zaznamenávající židovskou náboženskou tradici"
"tandem","podstatné jméno","tan-dem","Převzato z angličtiny, kde je poprvé zaznamenáno k roku 1785 ve významu „kočár tažený dvěma koňmi zapřaženými za sebou“. Samotné slovo tandem je latinské příslovce s významem „konečně, nakonec, přece“, anglicky at last, at length. Přenesení významu v angličtině vzniklo humorným převzetím vzhledem k tomu, že překlad at length lze chápat také jako (zapřáhnutí koní) po délce, nadél. V latině vzniklo spojením příslovce tam — „tak, natolik“ a přípony -dem. Význam se v angličtině přenesl na jízdní kolo v r. 1884.","1) jízdní kolo pro dva jezdce sedící za sebou 2) dvě osoby jednající společně 3) zadní sedadlo motocyklu"
"taškář","podstatné jméno","taš-kář","Ze slova taška a přípony -ář. Srovnej s kapsář.","1) (původně) zloděj specializující se na tašky 2) šprýmař"
"tatarský","přídavné jméno","ta-tar-ský","Odvozeno od substantiva Tatar příponou -ský.","1) související s]] [[Tatary 2)  mající vlastnosti připisované Tatarům"
"tečka","podstatné jméno","teč-ka","* Blízce příbuzné se slovesy jako týkat se či dotknout se, zatknout.","1) bod či miniaturní skvrnka, kolečko na papíru, tkanině nebo např. na krovkách některého hmyzu 2) interpunkční znaménko tvořené tečkou (1) umístěnou na straně (většinou pravé) posledního slova, představující zejména konec věty 3) diakritické znaménko tvořené tečkou (1) nad písmenem 4) desetinná tečka (2) za číslicí desetinném čísle v nečeském textu například anglickém; v českém se používá desetinná čárka"
"technika","podstatné jméno","tech-ni-ka","Z řeckého τέχνη - řemeslo, umění.","1) soubor technických věd 2) způsob provádění nějaké činnosti 3)  stroje a]] používané nějaké činnosti"
"technolog","podstatné jméno","tech-no-log","Z řeckého τέχνη a -λογία.","1) osoba zabývající se určitou technologií či výrobním postupem technice, výrobě a]] [[průmyslu 2) profese zabývající se výrobou loutek loutkovém divadle 3)  citově chladný až vypočítavý člověk"
"telefon","podstatné jméno","te-le-fon","Z francouzského téléphone, možná že prostřednictvím německého Telefon. Složené ze starořeckých základů τη̃λε — daleko a φωνή — hlas. Srovnej např. teleskop, telegraf, gramofon či televize.","1) zařízení přenášející zvuk na velké vzdálenosti pomocí elektrických signálů 2) telefonní hovor"
"tělo","podstatné jméno","tě-lo","Ekvivalenty lze najít ve všech slovanských jazycích. Původ praslovanského *tělo (genitiv *tělese) není etymologicky jasný. Může souviset z řeckým τέλος („cíl, splnění tužby, její realizace, uskutečnění, ztělesnění“) a podobá se lotyšskému tēls („postava, socha“), které se však pokládá za přejaté z ruštiny.","1) vnější hmotná podoba (živého) organismu 2) trup; hlavní část celku"
"Temelín","podstatné jméno","Te-me-lín","Jméno obce zřejmě vzniklo z doloženého osobního jména Temel (či Temele) (ves byla patrně Temelovým vlastnictvím). Lze předpokládat, že jméno Temel je odvozeno archaickou koncovkou -el od obecného (nedoloženého) slova znamenajícího zřejmě základ, zakládat, čemuž napovídá výskyt ještě dnes používaných slov temelj, temeljiti, temeljan („základ, zakládat, základní“) v chorvatštině i obdobného, i když dnes už zastaralého temel v bulharštině. Nejstarší zmínka názvu obce pochází (jako Temjelin) z roku . Název byl ještě ve 14. století století zkomolen na Temlin a Tomelin nebo zpřesňován přívlastkem Německý (Theutonicalis) či Velký. Tento poslední název (Velký Temelín) byl jeho úředním pojmenováním až do 25. ledna 1915. Temelín byl zmiňován i v 15. století (Šíma z Tajna [tedy Týna nad Vltavou] vymluvil z práva ze vsi Temelína Václava Kolmánka, písaře.) Temelín dokonce zmínil v Sieti viery pravé (... domněním kúzedlníkuov a hadačuov hledajie [postižení lidé] v času pokušení svých, túž vážnost kúzedlníkóm majíce v té při jako k svatým, též do Kyjova k matce boží, do Temelína k kúzedlníku ktož by koli polehčil).","1) obec Česku 2) běžné zkrácené označení Jaderné elektrárny Temelín"
"tendr","podstatné jméno","ten-dr","Z anglického tender. Význam „výběrové řízení“ se začal používat od 90. let 20. století.","1) vagón na zásoby uhlí vody, určený k]] lokomotivu 2)  veřejná nabídka zakázky, kterou může získat uchazeč nejlépe splňující zadávací podmínky"
"teorie","podstatné jméno","teo-rie","Přes německé Theorie a latinské theōria stejného významu ze starořeckého θεωρἱᾶ (theóríā, „pozorování, zkoumání“), což je odvozeno ze starořeckého θεωρῶ (theórō, „dívám se, pozoruji, zkoumám“).","1) soubor tvrzení vysvětlující nějaký jev či zákonitost 2)  obor matematiky zabývající se určitou třídou matematických struktur a]] nich 3) (v logice) logicky uzavřený systém axiomů společně s]] které těchto postulátů plynou"
"tepláky","podstatné jméno","tep-lá-ky","Ze spojení teplé kalhoty.","1) kalhoty pleteniny k]] [[domácímu, rekreačnímu nebo sportovnímu použití 2) souprava z]] tepláků (1) bundy ze stejného materiálu"
"tesil","podstatné jméno","te-sil","Původní obchodní název. Zkratkové slovo, utvořené kombinací slov textil(ní) a silon.","1) obchodní název československého syntetického vlákna, kterého se vyrábí tesil (2) 2) pevná nemačkavá tkanina používaná výrobě oblečení"
"thajský","přídavné jméno","thaj-ský","Ze substantiva Thajsko a přípony -ský.","1) vztahující se Thajsku 2) vztahující se thajštině"
"tíseň","podstatné jméno","tí-seň","Těsně souvisí s adjektivem těsný.","1) nepříjemný psychický stav vyvolaný změnou vnějších okolností 2) omezení schopností člověka důsledku určitého nedostatku"
"tomato","podstatné jméno","to-ma-to","Původem z aztéckého tomatl, do češtiny přešlo přes španělštinu a francouzské tomate ve významu „omáčka z rajčat“, přejatém ve 20. století.","1) (jednotné číslo) protlak či omáčka rajčat 2) (množné číslo) rajčata"
"topologie","podstatné jméno","to-po-lo-gie","Z řeckého topos (místo) a logos (studie).","1) obor matematiky zabývající se vlastnostmi útvarů, které se nemění při oboustranně spojitých zobrazení 2) lokalizace místa 3) vzájemné uspořádání komponent"
"tóra","podstatné jméno","tó-ra","Z hebrejského תורה, od kořene י-ר-ה buď ve významu házet nebo ve významu poučovat.","1) prvních pět knih hebrejské bible, pět knih Mojšížových 2) svitek s]] knih Mojšížových 3) učení židovského náboženství vyjádřené písemné i]] tradici"
"tornádo","podstatné jméno","tor-ná-do","Převzato z americké angličtiny, kam bylo přejato ze španělštiny. Je odvozeno od španělského slova tronada — „bouřka“ resp. tornar — „točit se“ a původně bylo používáno v zemích západní Afriky.","1) mohutná smršť se sloupem rotujícího vzduchu, dotýkajícím se zemského povrchu 2)  silná bouřka s]] větru"
"totiž","spojka","to-tiž","Z původního staročeského točíš, točúš, zkrácené varianty spojení to čuješ — „to víš, cítíš, tušíš“, druhé osoby singuláru přítomného času slovesa čít. Už ve staročeštině ve 14. století přešlo do dnešního tvaru totiž, jež lze chápat jako spojení zájm. to, příklonky -ť/ ti a koncového ž.","1) vyjadřuje zdůvodnění, vysvětlení 2) uvozuje doplňující informace 3) uvozuje komentář předchozího sdělení"
"trativod","podstatné jméno","tra-ti-vod","Ze slov tratit a voda.","1) odvodnění pomocí vsakování 2)  kanál pro odpadní vodu"
"trávit","sloveso","trá-vit","Z praslovanského *traviti, což je iterativum k *truti, které vychází z indoevropského *treu- 'drobit, třít', které je od kořene *ter-, z nějž například anglické throw, německé drehen, latinské tero a naše třít.","1) rozkládat a]] potravu těle 2) prožívat, zdržovat se 3) usmrcovat jedem 4) přimíchávat jed (do potravy/návnady)"
"trefa","podstatné jméno","tre-fa","Z němčiny, viz treffen.","1) zásah, trefení se do cíle 2)  štěstí, úspěch 3)  výhra např. loterii"
"trnož","podstatné jméno","tr-nož","Z praslovanského *trьnoža, tedy vlastně ""třínožka"". Srovnej trpaslík.","1) příčka spojující a zpevňující nohy stolu nebo židle 2)  podnož, stolička pod nohy"
"Trojan","podstatné jméno","Tro-jan","* Odvozeno od názvu starověkého města Troja.","1) obyvatel starověké Tróji 2) planetka nacházející se libračním centru planety L4 nebo L5, 60 stupňů před nebo za planetou 3) planetka v libračním centru soustavy Slunce-Jupiter nacházejícím se 60 stupňů za Jupiterem."
"troll","podstatné jméno","troll","Ze švédského troll.","1)  (severské) zlá nadpřirozená bytost mající podobu obrů, skřetů lidem podobných bytostí; zlý démon beroucí na sebe různé podoby – obrů, skřetů lidem podobných bytostí 2)  provokatér v]] diskuzích"
"trpaslík","podstatné jméno","tr-pas-lík","Staročeské třpaslek, církevněslovanské трьпѧстъкъ (trьpęstъkъ). V základu slova je složenina z *trь- a pęstь, tedy vlastně '(tvor) tři pěsti vysoký'.","1) folklórní či bájná bytost ve všem podobná dospělému muži, avšak výšky malého dítěte nebo ještě nižší 2) člověk zakrslého vzrůstu 3) osoba malého, nedůstojného charakteru; někdo velmi malicherný 4)  malá hvězda, která přišla většinu své předchozí hmotnosti"
